"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000017, 1, 0.000017, balancing:strategy=''none'', categorical_encoding:__choice__=''one_hot_encoding'', classifier:__choice__=''random_forest'', imputation:strategy=''mean'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''True'', classifier:random_forest:bootstrap=''True'', classifier:random_forest:criterion=''gini'', classifier:random_forest:max_depth=''None'', classifier:random_forest:max_features='0.5', classifier:random_forest:max_leaf_nodes=''None'', classifier:random_forest:min_impurity_decrease='0.0', classifier:random_forest:min_samples_leaf='1', classifier:random_forest:min_samples_split='2', classifier:random_forest:min_weight_fraction_leaf='0.0', classifier:random_forest:n_estimators='100', categorical_encoding:one_hot_encoding:minimum_fraction='0.01'
26.542612, 0.000000, 31.836036, 1, 5.293424, balancing:strategy=''weighting'', categorical_encoding:__choice__=''one_hot_encoding'', classifier:__choice__=''multinomial_nb'', imputation:strategy=''most_frequent'', preprocessor:__choice__=''select_percentile_classification'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''False'', classifier:multinomial_nb:alpha='2.4330527258787034', classifier:multinomial_nb:fit_prior=''True'', preprocessor:select_percentile_classification:percentile='12.059185286745802', preprocessor:select_percentile_classification:score_func=''mutual_info''
